timestamp,open,high,low,close,volume
2025-11-18 20:00:00,93195.61,93298.0,92657.25,92783.36,539.0094
2025-11-18 21:00:00,92783.36,93030.0,92462.72,92491.59,542.2085
2025-11-18 22:00:00,92491.6,93423.74,92491.59,93160.0,439.15612
2025-11-18 23:00:00,93159.99,93163.34,92727.27,92960.83,847.12179
2025-11-19 00:00:00,92960.83,92980.22,91929.86,92416.51,875.05841
2025-11-19 01:00:00,92416.52,92644.49,91935.03,92439.99,856.50507
2025-11-19 02:00:00,92440.0,92865.24,92280.0,92569.12,531.4235
2025-11-19 03:00:00,92569.12,92636.0,91660.49,91874.52,802.16678
2025-11-19 04:00:00,91874.51,91976.12,91163.19,91163.2,1152.46121
2025-11-19 05:00:00,91163.2,91267.73,90025.06,90459.99,1783.40843
2025-11-19 06:00:00,90459.99,91104.0,90282.83,90990.87,1223.51965
2025-11-19 07:00:00,90990.88,92028.92,90948.37,91863.64,1475.85023
2025-11-19 08:00:00,91863.64,91950.0,91287.34,91470.44,803.83092
2025-11-19 09:00:00,91470.44,91513.72,91072.41,91513.72,740.22178
2025-11-19 10:00:00,91513.72,91700.55,91225.98,91314.75,580.50005
2025-11-19 11:00:00,91314.74,91782.04,91312.0,91410.22,416.30964
2025-11-19 12:00:00,91410.23,91879.85,91220.0,91780.0,604.31025
2025-11-19 13:00:00,91780.0,91900.0,91228.82,91405.02,728.0749
2025-11-19 14:00:00,91405.02,91857.3,91037.5,91713.44,1389.38336
2025-11-19 15:00:00,91713.45,92384.61,89880.0,89951.7,3292.32346
2025-11-19 16:00:00,89951.7,90232.56,89453.88,89905.78,2417.11812
2025-11-19 17:00:00,89905.77,90133.33,88889.0,89500.01,2649.49867
2025-11-19 18:00:00,89500.0,89744.51,88792.0,89237.83,2216.17894
2025-11-19 19:00:00,89237.82,89384.27,88630.71,88884.56,1504.39912
2025-11-19 20:00:00,88884.56,89704.39,88608.0,89516.91,1421.78591
2025-11-19 21:00:00,89516.91,90850.0,89450.01,90600.68,2890.29056
2025-11-19 22:00:00,90600.67,90635.58,90101.14,90480.56,768.25681
2025-11-19 23:00:00,90480.56,91594.0,90480.56,91554.96,1163.76183
2025-11-20 00:00:00,91554.96,92300.0,91185.26,91891.32,1045.70121
2025-11-20 01:00:00,91891.32,92716.44,91820.01,92590.13,1058.92103
2025-11-20 02:00:00,92590.13,92798.14,92322.04,92592.84,904.85403
2025-11-20 03:00:00,92592.85,92717.52,92360.84,92440.32,919.58347
2025-11-20 04:00:00,92440.33,92990.0,92124.0,92962.83,931.12356
2025-11-20 05:00:00,92962.84,93160.0,92566.55,92616.2,878.19369
2025-11-20 06:00:00,92616.21,92851.06,91687.07,91974.7,1324.95908
2025-11-20 07:00:00,91974.69,92445.8,91798.24,92320.18,657.61367
2025-11-20 08:00:00,92320.18,92400.94,92036.27,92128.22,621.86424
2025-11-20 09:00:00,92128.22,92135.01,91440.55,91950.0,1187.17976
2025-11-20 10:00:00,91950.01,92062.83,91603.84,91801.39,918.81997
2025-11-20 11:00:00,91801.39,92029.64,91485.4,91934.0,472.97339
2025-11-20 12:00:00,91934.01,91999.99,91688.0,91839.25,443.03933
2025-11-20 13:00:00,91839.25,92541.92,91451.99,91529.36,1535.257
2025-11-20 14:00:00,91529.36,91682.6,90431.54,91103.19,2227.67187
2025-11-20 15:00:00,91103.19,91171.78,89835.34,89869.88,1956.88604
2025-11-20 16:00:00,89869.88,89911.73,87487.95,87878.1,5918.46185
2025-11-20 17:00:00,87878.1,88158.49,86395.47,87233.81,5848.39149
2025-11-20 18:00:00,87233.8,87769.23,86318.78,86486.27,3087.08206
2025-11-20 19:00:00,86486.27,87146.29,86100.0,86921.28,2741.74748
2025-11-20 20:00:00,86921.27,87131.07,86325.23,86462.97,1475.77763
2025-11-20 21:00:00,86462.97,87674.23,86429.09,87282.6,1215.0571
2025-11-20 22:00:00,87282.44,88250.0,87192.91,88065.97,1274.57142
2025-11-20 23:00:00,88065.98,88173.09,86560.0,86637.23,1087.46036
2025-11-21 00:00:00,86637.22,87498.94,86592.0,87285.24,845.00605
2025-11-21 01:00:00,87285.24,87464.08,86834.81,87049.86,841.87222
2025-11-21 02:00:00,87049.86,87067.52,85360.0,85444.93,3003.64405
2025-11-21 03:00:00,85444.93,86135.58,85433.39,85821.34,1737.99681
2025-11-21 04:00:00,85821.35,86119.19,85404.05,86053.09,1036.52858
2025-11-21 05:00:00,86053.1,86459.53,85825.59,86195.08,1234.93355
2025-11-21 06:00:00,86195.09,86255.02,85550.0,85581.3,1347.08347
2025-11-21 07:00:00,85581.31,85769.86,82000.0,84049.39,10586.94545
2025-11-21 08:00:00,84049.38,84709.89,83521.07,83643.45,4196.83535
2025-11-21 09:00:00,83643.45,83988.4,82104.01,82207.84,4382.85302
2025-11-21 10:00:00,82207.83,82911.99,81648.0,82703.61,5588.71507
2025-11-21 11:00:00,82703.61,83340.72,82192.49,82309.66,2016.52315
2025-11-21 12:00:00,82309.67,83618.13,80600.0,83285.35,9181.08228
2025-11-21 13:00:00,83285.34,84427.79,83116.86,84115.28,4066.19195
2025-11-21 14:00:00,84115.29,85496.0,83544.82,84850.0,5134.71956
2025-11-21 15:00:00,84850.01,85103.42,82729.54,82932.47,4659.35985
2025-11-21 16:00:00,82932.46,84919.6,82333.0,84919.59,2895.89154
2025-11-21 17:00:00,84919.58,85572.82,84565.11,84877.07,2065.96878
2025-11-21 18:00:00,84877.06,85083.31,83304.87,84577.11,2102.7819
2025-11-21 19:00:00,84577.12,85025.71,84080.0,84209.3,1042.9006
2025-11-21 20:00:00,84209.3,84650.0,83464.96,84571.2,1215.11568
2025-11-21 21:00:00,84571.19,85416.66,84351.51,85182.14,1186.55255
2025-11-21 22:00:00,85182.14,85404.24,84267.25,84284.42,887.57484
2025-11-21 23:00:00,84284.43,85353.03,84121.38,85129.43,999.05049
2025-11-22 00:00:00,85129.42,85620.0,84571.13,84739.93,982.89986
2025-11-22 01:00:00,84739.92,85205.87,84588.75,85174.28,708.2007
2025-11-22 02:00:00,85174.28,85205.87,84285.71,84528.99,623.12435
2025-11-22 03:00:00,84529.0,84611.35,84212.39,84440.47,608.99066
2025-11-22 04:00:00,84440.48,84548.3,83832.91,84246.88,757.03562
2025-11-22 05:00:00,84246.89,84316.08,83868.53,84280.92,609.94979
2025-11-22 06:00:00,84280.92,84799.54,84080.0,84636.0,514.75646
2025-11-22 07:00:00,84636.0,84672.01,84400.0,84580.06,336.57657
2025-11-22 08:00:00,84580.06,84586.62,83935.95,84016.77,579.11003
